.text
  00000000   02328020   add $16, $17, $18
  00013124   2DCCBB2A   sltiu $12, $14, -17622
  00013128   0361D824   and $27, $27, $1
  0001312C   0289D027   nor $26, $20, $9 # comment(19529)
  00013130   03534026   xor $8, $26, $19 # comment(19530)
  00013134   22A3C4B6   addi $3, $21, -15178 # comment(19531)
  00013138   00DD4023   subu $8, $6, $29
  0001313C   02B52022   sub $4, $21, $21
  00013140   03CC001A   div $30, $12
  00013144   01F8A02A   slt $20, $15, $24 # comment(19535)
  00013148   2270C9AB   addi $16, $19, -13909
  0001314C   3C0C709A   lui $12, 28826 # comment(19537)
  00013150   0393B004   sllv $22, $19, $28
  00013154   00005010   mfhi $10 # comment(19539)
  00013158   2B918A2B   slti $17, $28, -30165 # comment(19540)
  0001315C   00132EC2   srl $5, $19, 27
  00013160   01E50827   nor $1, $15, $5 # comment(19542)
  00013164   312C0AAF   andi $12, $9, 2735
  00013168   001EE827   nor $29, $0, $30
  0001316C   00007810   mfhi $15 # comment(19545)
  00013170   3A263A31   xori $6, $17, 14897
  00013174   000E0042   srl $0, $14, 1
  00013178   01A03804   sllv $7, $0, $13
  0001317C   037EF82B   sltu $31, $27, $30
  00013180   03C6001A   div $30, $6
  00013184   02C6A827   nor $21, $22, $6 # comment(19551)
  00013188   03F9C821   addu $25, $31, $25 # comment(19552)
  0001318C   39A65407   xori $6, $13, 21511 # comment(19553)
  00013190   036BB823   subu $23, $27, $11
  00013194   01EC0019   multu $15, $12
  00013198   03625826   xor $11, $27, $2 # comment(19556)
  0001319C   30230B33   andi $3, $1, 2867 # comment(19557)
  000131A0   02957021   addu $14, $20, $21
  000131A4   00005812   mflo $11 # comment(19559)
  000131A8   296C8D25   slti $12, $11, -29403 # comment(19560)
  000131AC   01278021   addu $16, $9, $7 # comment(19561)
  000131B0   0015F343   sra $30, $21, 13 # comment(19562)
  000131B4   03800011   mthi $28 # comment(19563)
  000131B8   00037200   sll $14, $3, 8 # comment(19564)
  000131BC   000BE403   sra $28, $11, 16 # comment(19565)
  000131C0   001E3343   sra $6, $30, 13 # comment(19566)
  000131C4   01CE782A   slt $15, $14, $14
  000131C8   01646806   srlv $13, $4, $11 # comment(19568)
  000131CC   035BF004   sllv $30, $27, $26 # comment(19569)
  000131D0   01000013   mtlo $8 # comment(19570)
  000131D4   00001010   mfhi $2 # comment(19571)
  000131D8   2F1B7854   sltiu $27, $24, 30804
  000131DC   0223001A   div $17, $3 # comment(19573)
  000131E0   000A7C43   sra $15, $10, 17 # comment(19574)
  000131E4   0033D822   sub $27, $1, $19 # comment(19575)
  000131E8   01DAF007   srav $30, $26, $14 # comment(19576)
  000131EC   34EE5481   ori $14, $7, 21633 # comment(19577)
  000131F0   33CD3F6D   andi $13, $30, 16237
  000131F4   02B7F824   and $31, $21, $23 # comment(19579)
  000131F8   0266382A   slt $7, $19, $6 # comment(19580)
  000131FC   310A2C20   andi $10, $8, 11296
  00013200   00BC0027   nor $0, $5, $28 # comment(19582)
  00013204   02D89006   srlv $18, $24, $22
  00013208   33345CCE   andi $20, $25, 23758 # comment(19584)
  0001320C   0003F082   srl $30, $3, 2
  00013210   02E7D022   sub $26, $23, $7 # comment(19586)
  00013214   0015B782   srl $22, $21, 30 # comment(19587)
  00013218   3556283A   ori $22, $10, 10298
  0001321C   03C07807   srav $15, $0, $30
  00013220   03400013   mtlo $26
  00013224   35A21EAC   ori $2, $13, 7852 # comment(19591)
  00013228   0053C022   sub $24, $2, $19 # comment(19592)
  0001322C   32B77F9F   andi $23, $21, 32671
  00013230   01B03821   addu $7, $13, $16 # comment(19594)
  00013234   36613328   ori $1, $19, 13096
  00013238   026D8821   addu $17, $19, $13
  0001323C   0228502A   slt $10, $17, $8
  00013240   00C00013   mtlo $6
  00013244   3C0841C6   lui $8, 16838
  00013248   2AE56D72   slti $5, $23, 28018
  0001324C   231D5774   addi $29, $24, 22388
  00013250   006E0019   multu $3, $14 # comment(19602)
  00013254   2C3C6B4A   sltiu $28, $1, 27466 # comment(19603)
  00013258   00ECA022   sub $20, $7, $12 # comment(19604)
  0001325C   0371202B   sltu $4, $27, $17 # comment(19605)
  00013260   02EE4824   and $9, $23, $14
  00013264   02E38021   addu $16, $23, $3 # comment(19607)
  00013268   00B0882A   slt $17, $5, $16
  0001326C   001E3983   sra $7, $30, 6
  00013270   00CEE020   add $28, $6, $14 # comment(19610)
  00013274   238E8295   addi $14, $28, -32107 # comment(19611)
  00013278   019B8826   xor $17, $12, $27 # comment(19612)
  0001327C   26E6B6BD   addiu $6, $23, -18755 # comment(19613)
  00013280   032D0019   multu $25, $13
  00013284   03A3302B   sltu $6, $29, $3
  00013288   0259001B   divu $18, $25 # comment(19616)
  0001328C   03BBD82A   slt $27, $29, $27 # comment(19617)
  00013290   0214482A   slt $9, $16, $20
  00013294   01A0001A   div $13, $0 # comment(19619)
  00013298   0028001A   div $1, $8 # comment(19620)
  0001329C   2191A84C   addi $17, $12, -22452 # comment(19621)
  000132A0   00727807   srav $15, $18, $3 # comment(19622)
  000132A4   0173D004   sllv $26, $19, $11
  000132A8   2A83EBDB   slti $3, $20, -5157 # comment(19624)
  000132AC   01940026   xor $0, $12, $20
  000132B0   02905020   add $10, $20, $16 # comment(19626)
  000132B4   03A00013   mtlo $29
  000132B8   280EC597   slti $14, $0, -14953 # comment(19628)
  000132BC   0017A183   sra $20, $23, 6 # comment(19629)
  000132C0   03EE482B   sltu $9, $31, $14
  000132C4   35ED7C1C   ori $13, $15, 31772
  000132C8   02C4B823   subu $23, $22, $4 # comment(19632)
  000132CC   00DB0824   and $1, $6, $27 # comment(19633)
  000132D0   00700018   mult $3, $16
  000132D4   3C0A712F   lui $10, 28975 # comment(19635)
  000132D8   24DCF448   addiu $28, $6, -3000
  000132DC   00EC1821   addu $3, $7, $12
  000132E0   0011E142   srl $28, $17, 5
  000132E4   028B001A   div $20, $11
  000132E8   2895EBFD   slti $21, $4, -5123 # comment(19640)
  000132EC   005B8804   sllv $17, $27, $2 # comment(19641)
  000132F0   00413021   addu $6, $2, $1
  000132F4   024C8821   addu $17, $18, $12 # comment(19643)
  000132F8   01C4282A   slt $5, $14, $4
  000132FC   01DBB022   sub $22, $14, $27 # comment(19645)
  00013300   02F50826   xor $1, $23, $21
  00013304   290F5B7F   slti $15, $8, 23423 # comment(19647)
  00013308   0166001B   divu $11, $6 # comment(19648)
  0001330C   018BB02B   sltu $22, $12, $11 # comment(19649)
  00013310   02C00011   mthi $22
  00013314   005B001B   divu $2, $27
  00013318   011F0822   sub $1, $8, $31
  0001331C   3A604976   xori $0, $19, 18806 # comment(19653)
  00013320   2DCCF62E   sltiu $12, $14, -2514
  00013324   00E00011   mthi $7 # comment(19655)
  00013328   012E0019   multu $9, $14
  0001332C   02F70019   multu $23, $23 # comment(19657)
  00013330   25B3466B   addiu $19, $13, 18027 # comment(19658)
  00013334   00085700   sll $10, $8, 28
  00013338   3A1216B4   xori $18, $16, 5812 # comment(19660)
  0001333C   02322824   and $5, $17, $18
  00013340   2FB56A0F   sltiu $21, $29, 27151
  00013344   00009810   mfhi $19
  00013348   0006F980   sll $31, $6, 6 # comment(19664)
  0001334C   0096D024   and $26, $4, $22 # comment(19665)
  00013350   03C2302B   sltu $6, $30, $2
  00013354   00001F80   sll $3, $0, 30
  00013358   2A0C38BC   slti $12, $16, 14524
  0001335C   01B8F004   sllv $30, $24, $13 # comment(19669)
  00013360   02DA7806   srlv $15, $26, $22
  00013364   03FE8806   srlv $17, $30, $31
  00013368   000E6600   sll $12, $14, 24 # comment(19672)
  0001336C   03296022   sub $12, $25, $9
  00013370   3A524787   xori $18, $18, 18311
  00013374   2667DB67   addiu $7, $19, -9369 # comment(19675)
  00013378   02CF001B   divu $22, $15
  0001337C   02376023   subu $12, $17, $23
  00013380   00160580   sll $0, $22, 22
  00013384   01FE6826   xor $13, $15, $30
  00013388   2C6E4165   sltiu $14, $3, 16741 # comment(19680)
  0001338C   02800013   mtlo $20 # comment(19681)
  00013390   001B02C2   srl $0, $27, 11
  00013394   02450019   multu $18, $5 # comment(19683)
  00013398   00006810   mfhi $13
  0001339C   018C482B   sltu $9, $12, $12
  000133A0   0188902A   slt $18, $12, $8 # comment(19686)
  000133A4   0150E023   subu $28, $10, $16
  000133A8   00165820   add $11, $0, $22
  000133AC   003AD026   xor $26, $1, $26
  000133B0   03440007   srav $0, $4, $26 # comment(19690)
  000133B4   000CA200   sll $20, $12, 8 # comment(19691)
  000133B8   00600013   mtlo $3 # comment(19692)
  000133BC   259EC06C   addiu $30, $12, -16276
  000133C0   031AA826   xor $21, $24, $26 # comment(19694)
  000133C4   00008012   mflo $16
  000133C8   00007810   mfhi $15 # comment(19696)
  000133CC   3C1A240D   lui $26, 9229
  000133D0   001C3B43   sra $7, $28, 13 # comment(19698)
  000133D4   238C818F   addi $12, $28, -32369 # comment(19699)
  000133D8   0122001A   div $9, $2
  000133DC   036F001B   divu $27, $15
  000133E0   343F3C2C   ori $31, $1, 15404
  000133E4   0188001A   div $12, $8
  000133E8   26E9C902   addiu $9, $23, -14078
  000133EC   02280821   addu $1, $17, $8 # comment(19705)
  000133F0   00008810   mfhi $17
  000133F4   3AF13933   xori $17, $23, 14643
  000133F8   3532156D   ori $18, $9, 5485
  000133FC   0331F022   sub $30, $25, $17
  00013400   010C6024   and $12, $8, $12
  00013404   03CC001B   divu $30, $12 # comment(19711)
  00013408   03C7682B   sltu $13, $30, $7 # comment(19712)
  0001340C   3C1A091C   lui $26, 2332 # comment(19713)
  00013410   3C0E7546   lui $14, 30022
  00013414   00002810   mfhi $5
  00013418   0000C810   mfhi $25 # comment(19716)
  0001341C   00080600   sll $0, $8, 24 # comment(19717)
  00013420   2477F487   addiu $23, $3, -2937
  00013424   00DD001B   divu $6, $29
  00013428   02B03804   sllv $7, $16, $21
  0001342C   0136C82B   sltu $25, $9, $22
  00013430   2B56978C   slti $22, $26, -26740
  00013434   2D4808F7   sltiu $8, $10, 2295 # comment(19723)
  00013438   0270001B   divu $19, $16
  0001343C   00003012   mflo $6
  00013440   02E00013   mtlo $23
  00013444   03D87820   add $15, $30, $24
  00013448   0279E023   subu $28, $19, $25 # comment(19728)
  0001344C   001A2D00   sll $5, $26, 20
  00013450   007E5026   xor $10, $3, $30 # comment(19730)
  00013454   0000F010   mfhi $30
  00013458   30BA089D   andi $26, $5, 2205 # comment(19732)
  0001345C   3AF16313   xori $17, $23, 25363 # comment(19733)
  00013460   3A1A323A   xori $26, $16, 12858 # comment(19734)
  00013464   37A87360   ori $8, $29, 29536
  00013468   23AC6C6C   addi $12, $29, 27756
  0001346C   2404D282   addiu $4, $0, -11646 # comment(19737)
  00013470   016C001B   divu $11, $12 # comment(19738)
  00013474   0185F825   or $31, $12, $5 # comment(19739)
  00013478   29B9D6FB   slti $25, $13, -10501 # comment(19740)
  0001347C   3C0F784C   lui $15, 30796
  00013480   029AB004   sllv $22, $26, $20 # comment(19742)
  00013484   0000B010   mfhi $22
  00013488   2F4A9E40   sltiu $10, $26, -25024 # comment(19744)
  0001348C   001A5040   sll $10, $26, 1 # comment(19745)
  00013490   000C3843   sra $7, $12, 1 # comment(19746)
  00013494   0075F82A   slt $31, $3, $21
  00013498   00006010   mfhi $12
  0001349C   01444823   subu $9, $10, $4 # comment(19749)
  000134A0   222E8758   addi $14, $17, -30888
  000134A4   3C124EB2   lui $18, 20146 # comment(19751)
  000134A8   377B3F72   ori $27, $27, 16242 # comment(19752)
  000134AC   34B06946   ori $16, $5, 26950 # comment(19753)
  000134B0   2E88C47E   sltiu $8, $20, -15234
  000134B4   00007812   mflo $15
  000134B8   30B332D2   andi $19, $5, 13010 # comment(19756)
  000134BC   0000B010   mfhi $22
  000134C0   00AD4821   addu $9, $5, $13 # comment(19758)
  000134C4   00104782   srl $8, $16, 30 # comment(19759)
  000134C8   023A2804   sllv $5, $26, $17 # comment(19760)
  000134CC   023A7820   add $15, $17, $26 # comment(19761)
  000134D0   02CDB020   add $22, $22, $13
  000134D4   00060240   sll $0, $6, 9 # comment(19763)
  000134D8   0009001A   div $0, $9 # comment(19764)
  000134DC   24C62D9B   addiu $6, $6, 11675
  000134E0   3C0C671F   lui $12, 26399
  000134E4   32D4649A   andi $20, $22, 25754
  000134E8   003E0019   multu $1, $30 # comment(19768)
  000134EC   01DCA02A   slt $20, $14, $28 # comment(19769)
  000134F0   001C2804   sllv $5, $28, $0 # comment(19770)
  000134F4   0315402A   slt $8, $24, $21 # comment(19771)
  000134F8   01672004   sllv $4, $7, $11 # comment(19772)
  000134FC   001E3C80   sll $7, $30, 18
  00013500   0000C812   mflo $25
  00013504   2AE0797E   slti $0, $23, 31102 # comment(19775)
  00013508   022D4007   srav $8, $13, $17 # comment(19776)
  0001350C   006C0018   mult $3, $12
  00013510   00526825   or $13, $2, $18 # comment(19778)
  00013514   00024A42   srl $9, $2, 9 # comment(19779)
  00013518   00A69804   sllv $19, $6, $5 # comment(19780)
  0001351C   29378CA2   slti $23, $9, -29534 # comment(19781)
  00013520   0374001B   divu $27, $20
  00013524   0009C582   srl $24, $9, 22 # comment(19783)
  00013528   01E00013   mtlo $15
  0001352C   00159806   srlv $19, $21, $0
  00013530   000D9822   sub $19, $0, $13 # comment(19786)
  00013534   00405022   sub $10, $2, $0
  00013538   00006012   mflo $12 # comment(19788)
  0001353C   02B21022   sub $2, $21, $18
  00013540   390F3B3D   xori $15, $8, 15165
  00013544   3A2B5461   xori $11, $17, 21601
  00013548   029FB007   srav $22, $31, $20 # comment(19792)
  0001354C   34AE254F   ori $14, $5, 9551 # comment(19793)
  00013550   30B84E81   andi $24, $5, 20097
  00013554   02EF001A   div $23, $15 # comment(19795)
  00013558   02EC1022   sub $2, $23, $12 # comment(19796)
  0001355C   001FEE42   srl $29, $31, 25
  00013560   2503F5C3   addiu $3, $8, -2621
  00013564   30DA3A1A   andi $26, $6, 14874
  00013568   002E9026   xor $18, $1, $14
  0001356C   2967C9FD   slti $7, $11, -13827
  00013570   287224B3   slti $18, $3, 9395 # comment(19802)
  00013574   0000A812   mflo $21
  00013578   01FA0019   multu $15, $26
  0001357C   39D31FB7   xori $19, $14, 8119 # comment(19805)
  00013580   00E67023   subu $14, $7, $6 # comment(19806)
  00013584   2A4D6CF3   slti $13, $18, 27891 # comment(19807)
  00013588   00969807   srav $19, $22, $4 # comment(19808)
  0001358C   009B001B   divu $4, $27 # comment(19809)
  00013590   0034B820   add $23, $1, $20
  00013594   03D65006   srlv $10, $22, $30
  00013598   00006810   mfhi $13
  0001359C   00200011   mthi $1
  000135A0   015DB804   sllv $23, $29, $10
  000135A4   3C013F20   lui $1, 16160 # comment(19815)
  000135A8   3C1E23F4   lui $30, 9204
  000135AC   00067580   sll $14, $6, 22 # comment(19817)
  000135B0   36466206   ori $6, $18, 25094 # comment(19818)
  000135B4   00004010   mfhi $8 # comment(19819)
  000135B8   0237001A   div $17, $23 # comment(19820)
  000135BC   03429821   addu $19, $26, $2 # comment(19821)
  000135C0   02D0C822   sub $25, $22, $16
  000135C4   3C14125A   lui $20, 4698 # comment(19823)
  000135C8   00004012   mflo $8
  000135CC   03FBB027   nor $22, $31, $27
  000135D0   025B5823   subu $11, $18, $27 # comment(19826)
  000135D4   3A3248B2   xori $18, $17, 18610
  000135D8   00A00011   mthi $5 # comment(19828)
  000135DC   00057006   srlv $14, $5, $0 # comment(19829)
  000135E0   034AD804   sllv $27, $10, $26 # comment(19830)
  000135E4   012A001B   divu $9, $10
  000135E8   00745006   srlv $10, $20, $3 # comment(19832)
  000135EC   02832823   subu $5, $20, $3 # comment(19833)
  000135F0   01A00013   mtlo $13
  000135F4   02B5F820   add $31, $21, $21
  000135F8   0313F82B   sltu $31, $24, $19
  000135FC   02DA982A   slt $19, $22, $26 # comment(19837)
  00013600   3C087157   lui $8, 29015
  00013604   02C7D02B   sltu $26, $22, $7
  00013608   000EE025   or $28, $0, $14 # comment(19840)
  0001360C   00CB7824   and $15, $6, $11
  00013610   00225006   srlv $10, $2, $1 # comment(19842)
  00013614   03AEE023   subu $28, $29, $14 # comment(19843)
  00013618   000FDE83   sra $27, $15, 26
  0001361C   032F2821   addu $5, $25, $15 # comment(19845)
  00013620   00C00011   mthi $6 # comment(19846)
  00013624   009AE822   sub $29, $4, $26 # comment(19847)
  00013628   0310602B   sltu $12, $24, $16 # comment(19848)
  0001362C   037BF806   srlv $31, $27, $27 # comment(19849)
  00013630   20665122   addi $6, $3, 20770
  00013634   2F8CC7AF   sltiu $12, $28, -14417 # comment(19851)
  00013638   0000E010   mfhi $28
  0001363C   00000503   sra $0, $0, 20 # comment(19853)
  00013640   00400013   mtlo $2
  00013644   03337806   srlv $15, $19, $25
  00013648   02C7A827   nor $21, $22, $7 # comment(19856)
  0001364C   3C0636E8   lui $6, 14056 # comment(19857)
  00013650   2BE72560   slti $7, $31, 9568 # comment(19858)
  00013654   00112403   sra $4, $17, 16 # comment(19859)
  00013658   03AD001A   div $29, $13
  0001365C   01939822   sub $19, $12, $19
  00013660   0322E027   nor $28, $25, $2 # comment(19862)
  00013664   00B21823   subu $3, $5, $18
  00013668   037AC806   srlv $25, $26, $27
  0001366C   0007BC43   sra $23, $7, 17 # comment(19865)
  00013670   0000B812   mflo $23
  00013674   000FC682   srl $24, $15, 26
  00013678   20B8F660   addi $24, $5, -2464 # comment(19868)
  0001367C   03080018   mult $24, $8 # comment(19869)
  00013680   02869006   srlv $18, $6, $20
  00013684   35334E46   ori $19, $9, 20038
  00013688   02C00013   mtlo $22 # comment(19872)
  0001368C   00023280   sll $6, $2, 10 # comment(19873)
  00013690   01CE1021   addu $2, $14, $14 # comment(19874)
  00013694   01890018   mult $12, $9 # comment(19875)
  00013698   2CDBB78E   sltiu $27, $6, -18546
  0001369C   01F61026   xor $2, $15, $22 # comment(19877)
  000136A0   0349001B   divu $26, $9
  000136A4   385509CA   xori $21, $2, 2506
  000136A8   03024824   and $9, $24, $2
  000136AC   01D9001A   div $14, $25
  000136B0   0000E810   mfhi $29 # comment(19882)
  000136B4   029BC025   or $24, $20, $27 # comment(19883)
  000136B8   030F5806   srlv $11, $15, $24
  000136BC   02AD5020   add $10, $21, $13
  000136C0   3C0C485D   lui $12, 18525 # comment(19886)
  000136C4   000B3042   srl $6, $11, 1 # comment(19887)
  000136C8   0391B82A   slt $23, $28, $17
  000136CC   00A8001B   divu $5, $8 # comment(19889)
  000136D0   01200013   mtlo $9
  000136D4   00F59827   nor $19, $7, $21 # comment(19891)
  000136D8   0303E827   nor $29, $24, $3 # comment(19892)
  000136DC   3C041B42   lui $4, 6978 # comment(19893)
  000136E0   01400011   mthi $10 # comment(19894)
  000136E4   0160001B   divu $11, $0 # comment(19895)
  000136E8   00EA0026   xor $0, $7, $10 # comment(19896)
  000136EC   364C2672   ori $12, $18, 9842 # comment(19897)
  000136F0   03061804   sllv $3, $6, $24
  000136F4   02E30018   mult $23, $3
  000136F8   0347B004   sllv $22, $7, $26
  000136FC   03BD282A   slt $5, $29, $29
  00013700   002D1027   nor $2, $1, $13
  00013704   262F506C   addiu $15, $17, 20588
  00013708   00A2682B   sltu $13, $5, $2
  0001370C   36AC1D00   ori $12, $21, 7424 # comment(19905)
  00013710   21777544   addi $23, $11, 30020 # comment(19906)
